      Time     Sample #  Type  Sub Chan  Num	Aux
[15:00:00.544]      136     N    0    0    0    (N
[15:00:01.104]      276     N    0    0    0
[15:00:01.664]      416     N    0    0    0
[15:00:02.228]      557     N    0    0    0
[15:00:02.784]      696     N    0    0    0
[15:00:03.336]      834     N    0    0    0
[15:00:03.900]      975     N    0    0    0
[15:00:04.460]     1115     N    0    0    0
[15:00:05.012]     1253     N    0    0    0
[15:00:05.596]     1399     N    0    0    0
[15:00:06.148]     1537     N    0    0    0
[15:00:06.712]     1678     N    0    0    0
[15:00:07.276]     1819     N    0    0    0
[15:00:07.828]     1957     N    0    0    0
[15:00:08.400]     2100     N    0    0    0
[15:00:08.972]     2243     N    0    0    0
[15:00:09.528]     2382     N    0    0    0
[15:00:10.092]     2523     N    0    0    0
[15:00:10.648]     2662     N    0    0    0
[15:00:11.200]     2800     N    0    0    0
[15:00:11.768]     2942     N    0    0    0
[15:00:12.332]     3083     N    0    0    0
[15:00:12.880]     3220     N    0    0    0
[15:00:13.444]     3361     N    0    0    0
[15:00:14.004]     3501     N    0    0    0
[15:00:14.552]     3638     N    0    0    0
[15:00:15.120]     3780     N    0    0    0
[15:00:15.672]     3918     N    0    0    0
[15:00:16.224]     4056     N    0    0    0
[15:00:16.792]     4198     N    0    0    0
[15:00:17.356]     4339     N    0    0    0
[15:00:17.900]     4475     N    0    0    0
[15:00:18.468]     4617     N    0    0    0
[15:00:19.028]     4757     N    0    0    0
[15:00:19.576]     4894     N    0    0    0
[15:00:20.128]     5032     N    0    0    0
[15:00:20.692]     5173     N    0    0    0
[15:00:21.248]     5312     N    0    0    0
[15:00:21.800]     5450     N    0    0    0
[15:00:22.352]     5588     N    0    0    0
[15:00:22.920]     5730     N    0    0    0
[15:00:23.480]     5870     N    0    0    0
[15:00:24.028]     6007     N    0    0    0
[15:00:24.600]     6150     N    0    0    0
[15:00:25.168]     6292     N    0    0    0
[15:00:25.716]     6429     N    0    0    0
[15:00:26.276]     6569     N    0    0    0
[15:00:26.844]     6711     N    0    0    0
[15:00:27.388]     6847     N    0    0    0
[15:00:27.952]     6988     N    0    0    0
