      Time     Sample #  Type  Sub Chan  Num	Aux
[12:00:01.408]      352     N    0    0    0    (N
[12:00:02.276]      569     N    0    0    0
[12:00:03.112]      778     N    0    0    0
[12:00:03.956]      989     N    0    0    0
[12:00:04.816]     1204     N    0    0    0
[12:00:05.676]     1419     N    0    0    0
[12:00:06.528]     1632     N    0    0    0
[12:00:07.380]     1845     N    0    0    0
[12:00:08.228]     2057     N    0    0    0
[12:00:09.092]     2273     N    0    0    0
[12:00:09.952]     2488     N    0    0    0
[12:00:10.816]     2704     N    0    0    0
[12:00:11.672]     2918     N    0    0    0
[12:00:12.528]     3132     N    0    0    0
[12:00:13.384]     3346     N    0    0    0
[12:00:14.264]     3566     N    0    0    0
[12:00:15.124]     3781     N    0    0    0
[12:00:15.976]     3994     N    0    0    0
[12:00:16.824]     4206     N    0    0    0
[12:00:17.700]     4425     N    0    0    0
[12:00:18.564]     4641     N    0    0    0
[12:00:19.412]     4853     N    0    0    0
[12:00:20.248]     5062     N    0    0    0
[12:00:21.108]     5277     N    0    0    0
[12:00:21.972]     5493     N    0    0    0
[12:00:22.832]     5708     N    0    0    0
[12:00:23.664]     5916     N    0    0    0
[12:00:24.508]     6127     N    0    0    0
[12:00:25.368]     6342     N    0    0    0
[12:00:26.228]     6557     N    0    0    0
[12:00:27.064]     6766     N    0    0    0
[12:00:27.900]     6975     N    0    0    0
[12:00:28.740]     7185     N    0    0    0
[12:00:29.576]     7394     N    0    0    0
[12:00:30.416]     7604     N    0    0    0
[12:00:31.252]     7813     N    0    0    0
[12:00:32.084]     8021     N    0    0    0
[12:00:32.916]     8229     N    0    0    0
[12:00:33.756]     8439     N    0    0    0
[12:00:34.600]     8650     N    0    0    0
[12:00:35.436]     8859     N    0    0    0
[12:00:36.264]     9066     N    0    0    0
[12:00:37.092]     9273     N    0    0    0
[12:00:37.944]     9486     N    0    0    0
[12:00:38.796]     9699     N    0    0    0
[12:00:39.636]     9909     N    0    0    0
[12:00:40.456]    10114     N    0    0    0
[12:00:41.300]    10325     N    0    0    0
[12:00:42.152]    10538     N    0    0    0
[12:00:42.984]    10746     N    0    0    0
[12:00:43.804]    10951     N    0    0    0
[12:00:44.620]    11155     N    0    0    0
[12:00:45.440]    11360     N    0    0    0
[12:00:46.268]    11567     N    0    0    0
[12:00:47.076]    11769     N    0    0    0
[12:00:47.876]    11969     N    0    0    0
[12:00:48.668]    12167     N    0    0    0
[12:00:49.480]    12370     N    0    0    0
[12:00:50.304]    12576     N    0    0    0
[12:00:51.116]    12779     N    0    0    0
[12:00:51.912]    12978     N    0    0    0
[12:00:52.712]    13178     N    0    0    0
[12:00:53.520]    13380     N    0    0    0
[12:00:54.336]    13584     N    0    0    0
[12:00:55.152]    13788     N    0    0    0
[12:00:55.972]    13993     N    0    0    0
[12:00:56.808]    14202     N    0    0    0
[12:00:57.656]    14414     N    0    0    0
[12:00:58.520]    14630     N    0    0    0
[12:00:59.380]    14845     N    0    0    0
[12:01:00.252]    15063     N    0    0    0
[12:01:01.112]    15278     N    0    0    0
[12:01:01.988]    15497     N    0    0    0
[12:01:02.880]    15720     N    0    0    0
[12:01:03.756]    15939     N    0    0    0
[12:01:04.624]    16156     N    0    0    0
[12:01:05.496]    16374     N    0    0    0
[12:01:06.380]    16595     N    0    0    0
[12:01:07.264]    16816     N    0    0    0
[12:01:08.124]    17031     N    0    0    0
[12:01:08.968]    17242     N    0    0    0
[12:01:09.848]    17462     N    0    0    0
[12:01:10.724]    17681     N    0    0    0
[12:01:11.588]    17897     N    0    0    0
[12:01:12.440]    18110     N    0    0    0
[12:01:13.280]    18320     N    0    0    0
[12:01:14.152]    18538     N    0    0    0
[12:01:15.024]    18756     N    0    0    0
[12:01:15.872]    18968     N    0    0    0
[12:01:16.708]    19177     N    0    0    0
[12:01:17.540]    19385     N    0    0    0
[12:01:18.384]    19596     N    0    0    0
[12:01:19.232]    19808     N    0    0    0
[12:01:20.044]    20011     N    0    0    0
[12:01:20.848]    20212     N    0    0    0
[12:01:21.680]    20420     N    0    0    0
[12:01:22.520]    20630     N    0    0    0
[12:01:23.360]    20840     N    0    0    0
[12:01:24.192]    21048     N    0    0    0
[12:01:25.012]    21253     N    0    0    0
[12:01:25.860]    21465     N    0    0    0
[12:01:26.724]    21681     N    0    0    0
[12:01:27.588]    21897     N    0    0    0
[12:01:28.436]    22109     N    0    0    0
[12:01:29.268]    22317     N    0    0    0
[12:01:30.128]    22532     N    0    0    0
[12:01:30.988]    22747     N    0    0    0
[12:01:31.836]    22959     N    0    0    0
[12:01:32.672]    23168     N    0    0    0
[12:01:33.512]    23378     N    0    0    0
[12:01:34.352]    23588     N    0    0    0
[12:01:35.216]    23804     N    0    0    0
[12:01:36.072]    24018     N    0    0    0
[12:01:36.908]    24227     N    0    0    0
[12:01:37.744]    24436     N    0    0    0
[12:01:38.612]    24653     N    0    0    0
[12:01:39.476]    24869     N    0    0    0
[12:01:40.328]    25082     N    0    0    0
[12:01:41.176]    25294     N    0    0    0
[12:01:42.024]    25506     N    0    0    0
[12:01:42.896]    25724     N    0    0    0
[12:01:43.756]    25939     N    0    0    0
[12:01:44.604]    26151     N    0    0    0
[12:01:45.432]    26358     N    0    0    0
[12:01:46.292]    26573     N    0    0    0
[12:01:47.164]    26791     N    0    0    0
[12:01:48.012]    27003     N    0    0    0
[12:01:48.836]    27209     N    0    0    0
[12:01:49.672]    27418     N    0    0    0
[12:01:50.516]    27629     N    0    0    0
[12:01:51.364]    27841     N    0    0    0
[12:01:52.204]    28051     N    0    0    0
[12:01:53.032]    28258     N    0    0    0
[12:01:53.852]    28463     N    0    0    0
[12:01:54.696]    28674     N    0    0    0
[12:01:55.528]    28882     N    0    0    0
[12:01:56.352]    29088     N    0    0    0
[12:01:57.144]    29286     N    0    0    0
[12:01:57.956]    29489     N    0    0    0
[12:01:58.780]    29695     N    0    0    0
[12:01:59.584]    29896     N    0    0    0
[12:02:00.380]    30095     N    0    0    0
[12:02:01.176]    30294     N    0    0    0
[12:02:01.980]    30495     N    0    0    0
[12:02:02.796]    30699     N    0    0    0
[12:02:03.624]    30906     N    0    0    0
[12:02:04.432]    31108     N    0    0    0
[12:02:05.248]    31312     N    0    0    0
[12:02:06.060]    31515     N    0    0    0
[12:02:06.896]    31724     N    0    0    0
[12:02:07.736]    31934     N    0    0    0
[12:02:08.552]    32138     N    0    0    0
[12:02:09.368]    32342     N    0    0    0
[12:02:10.204]    32551     N    0    0    0
[12:02:11.036]    32759     N    0    0    0
[12:02:11.868]    32967     N    0    0    0
[12:02:12.700]    33175     N    0    0    0
[12:02:13.520]    33380     N    0    0    0
[12:02:14.344]    33586     N    0    0    0
[12:02:15.184]    33796     N    0    0    0
[12:02:16.008]    34002     N    0    0    0
[12:02:16.820]    34205     N    0    0    0
[12:02:17.628]    34407     N    0    0    0
[12:02:18.452]    34613     N    0    0    0
[12:02:19.284]    34821     N    0    0    0
[12:02:20.096]    35024     N    0    0    0
[12:02:20.884]    35221     N    0    0    0
[12:02:21.688]    35422     N    0    0    0
[12:02:22.552]    35638     N    0    0    0
[12:02:23.368]    35842     N    0    0    0
[12:02:24.172]    36043     N    0    0    0
[12:02:24.968]    36242     N    0    0    0
[12:02:25.768]    36442     N    0    0    0
[12:02:26.576]    36644     N    0    0    0
[12:02:27.388]    36847     N    0    0    0
[12:02:28.200]    37050     N    0    0    0
[12:02:28.996]    37249     N    0    0    0
[12:02:29.792]    37448     N    0    0    0
[12:02:30.592]    37648     N    0    0    0
[12:02:31.396]    37849     N    0    0    0
[12:02:32.192]    38048     N    0    0    0
[12:02:32.976]    38244     N    0    0    0
[12:02:33.764]    38441     N    0    0    0
[12:02:34.576]    38644     N    0    0    0
[12:02:35.396]    38849     N    0    0    0
[12:02:36.224]    39056     N    0    0    0
[12:02:37.036]    39259     N    0    0    0
[12:02:37.860]    39465     N    0    0    0
[12:02:38.708]    39677     N    0    0    0
[12:02:39.556]    39889     N    0    0    0
[12:02:40.400]    40100     N    0    0    0
[12:02:41.232]    40308     N    0    0    0
[12:02:42.080]    40520     N    0    0    0
[12:02:42.936]    40734     N    0    0    0
[12:02:43.796]    40949     N    0    0    0
[12:02:44.636]    41159     N    0    0    0
[12:02:45.496]    41374     N    0    0    0
[12:02:46.356]    41589     N    0    0    0
[12:02:47.224]    41806     N    0    0    0
[12:02:48.080]    42020     N    0    0    0
[12:02:48.932]    42233     N    0    0    0
[12:02:49.788]    42447     N    0    0    0
[12:02:50.644]    42661     N    0    0    0
[12:02:51.496]    42874     N    0    0    0
[12:02:52.364]    43091     N    0    0    0
[12:02:53.216]    43304     N    0    0    0
[12:02:54.064]    43516     N    0    0    0
[12:02:54.908]    43727     N    0    0    0
[12:02:55.772]    43943     N    0    0    0
[12:02:56.628]    44157     N    0    0    0
[12:02:57.476]    44369     N    0    0    0
[12:02:58.300]    44575     N    0    0    0
[12:02:59.160]    44790     N    0    0    0
[12:03:00.024]    45006     N    0    0    0
[12:03:00.880]    45220     N    0    0    0
[12:03:01.712]    45428     N    0    0    0
[12:03:02.564]    45641     N    0    0    0
[12:03:03.424]    45856     N    0    0    0
[12:03:04.272]    46068     N    0    0    0
[12:03:05.112]    46278     N    0    0    0
[12:03:05.952]    46488     N    0    0    0
[12:03:06.800]    46700     N    0    0    0
[12:03:07.648]    46912     N    0    0    0
[12:03:08.504]    47126     N    0    0    0
[12:03:09.344]    47336     N    0    0    0
[12:03:10.172]    47543     N    0    0    0
[12:03:11.012]    47753     N    0    0    0
[12:03:11.872]    47968     N    0    0    0
[12:03:12.724]    48181     N    0    0    0
[12:03:13.556]    48389     N    0    0    0
[12:03:14.384]    48596     N    0    0    0
[12:03:15.240]    48810     N    0    0    0
