      Time     Sample #  Type  Sub Chan  Num	Aux
[11:00:01.236]      309     N    0    0    0    (N
[11:00:02.016]      504     N    0    0    0
[11:00:02.800]      700     N    0    0    0
[11:00:03.568]      892     N    0    0    0
[11:00:04.340]     1085     N    0    0    0
[11:00:05.148]     1287     N    0    0    0
[11:00:05.988]     1497     N    0    0    0
[11:00:06.824]     1706     N    0    0    0
[11:00:07.620]     1905     N    0    0    0
[11:00:08.392]     2098     N    0    0    0
[11:00:09.192]     2298     N    0    0    0
[11:00:09.984]     2496     N    0    0    0
[11:00:10.776]     2694     N    0    0    0
[11:00:11.548]     2887     N    0    0    0
[11:00:12.296]     3074     N    0    0    0
[11:00:13.068]     3267     N    0    0    0
[11:00:13.860]     3465     N    0    0    0
[11:00:14.664]     3666     N    0    0    0
[11:00:15.436]     3859     N    0    0    0
[11:00:16.188]     4047     N    0    0    0
[11:00:16.960]     4240     N    0    0    0
[11:00:17.756]     4439     N    0    0    0
[11:00:18.544]     4636     N    0    0    0
[11:00:19.316]     4829     N    0    0    0
[11:00:20.072]     5018     N    0    0    0
[11:00:20.824]     5206     N    0    0    0
[11:00:21.596]     5399     N    0    0    0
[11:00:22.396]     5599     N    0    0    0
[11:00:23.176]     5794     N    0    0    0
[11:00:23.940]     5985     N    0    0    0
[11:00:24.712]     6178     N    0    0    0
[11:00:25.456]     6364     N    0    0    0
[11:00:25.708]     6427     N    0    0    0
[11:00:26.288]     6572     N    0    0    0
[11:00:27.088]     6772     N    0    0    0
[11:00:27.828]     6957     N    0    0    0
[11:00:28.596]     7149     N    0    0    0
[11:00:29.420]     7355     N    0    0    0
[11:00:30.240]     7560     N    0    0    0
[11:00:30.484]     7621     N    0    0    0
[11:00:31.004]     7751     N    0    0    0
[11:00:31.800]     7950     N    0    0    0
[11:00:32.576]     8144     N    0    0    0
[11:00:33.296]     8324     N    0    0    0
[11:00:34.116]     8529     N    0    0    0
[11:00:34.496]     8624     N    0    0    0
[11:00:35.292]     8823     N    0    0    0
[11:00:36.092]     9023     N    0    0    0
[11:00:36.864]     9216     N    0    0    0
[11:00:37.648]     9412     N    0    0    0
[11:00:38.424]     9606     N    0    0    0
[11:00:39.184]     9796     N    0    0    0
[11:00:39.916]     9979     N    0    0    0
[11:00:40.616]    10154     N    0    0    0
[11:00:41.368]    10342     N    0    0    0
[11:00:42.152]    10538     N    0    0    0
[11:00:42.948]    10737     N    0    0    0
[11:00:43.736]    10934     N    0    0    0
[11:00:44.524]    11131     N    0    0    0
[11:00:45.344]    11336     N    0    0    0    (AFIB
[11:00:45.764]    11441     N    0    0    0
[11:00:46.284]    11571     N    0    0    0
[11:00:46.552]    11638     N    0    0    0
[11:00:47.432]    11858     N    0    0    0
[11:00:47.960]    11990     N    0    0    0
[11:00:48.712]    12178     N    0    0    0
[11:00:49.208]    12302     N    0    0    0
[11:00:49.540]    12385     N    0    0    0
[11:00:50.548]    12637     N    0    0    0
[11:00:50.828]    12707     N    0    0    0
[11:00:51.500]    12875     N    0    0    0
[11:00:51.956]    12989     N    0    0    0
[11:00:52.296]    13074     N    0    0    0
[11:00:52.504]    13126     N    0    0    0
[11:00:52.724]    13181     N    0    0    0
[11:00:53.132]    13283     N    0    0    0
[11:00:53.564]    13391     N    0    0    0
[11:00:53.956]    13489     N    0    0    0
[11:00:54.616]    13654     N    0    0    0
[11:00:55.344]    13836     N    0    0    0
[11:00:55.976]    13994     N    0    0    0
[11:00:56.484]    14121     N    0    0    0
[11:00:57.124]    14281     N    0    0    0
[11:00:57.440]    14360     N    0    0    0
[11:00:58.012]    14503     N    0    0    0
[11:00:58.588]    14647     N    0    0    0
[11:00:59.048]    14762     N    0    0    0
[11:00:59.472]    14868     N    0    0    0
[11:00:59.888]    14972     N    0    0    0
[11:01:00.208]    15052     N    0    0    0
[11:01:00.532]    15133     N    0    0    0
[11:01:01.156]    15289     N    0    0    0
[11:01:01.456]    15364     N    0    0    0
[11:01:02.216]    15554     N    0    0    0
[11:01:02.620]    15655     N    0    0    0
[11:01:02.976]    15744     N    0    0    0
[11:01:03.456]    15864     N    0    0    0
[11:01:03.884]    15971     N    0    0    0
[11:01:04.396]    16099     N    0    0    0
[11:01:04.760]    16190     N    0    0    0
[11:01:05.144]    16286     N    0    0    0
[11:01:05.808]    16452     N    0    0    0
[11:01:06.120]    16530     N    0    0    0
[11:01:06.436]    16609     N    0    0    0
[11:01:06.788]    16697     N    0    0    0
[11:01:07.292]    16823     N    0    0    0
[11:01:07.668]    16917     N    0    0    0
[11:01:07.944]    16986     N    0    0    0
[11:01:08.248]    17062     N    0    0    0
[11:01:08.580]    17145     N    0    0    0
[11:01:09.076]    17269     N    0    0    0
[11:01:09.464]    17366     N    0    0    0
[11:01:09.720]    17430     N    0    0    0
[11:01:10.028]    17507     N    0    0    0
[11:01:10.384]    17596     N    0    0    0
[11:01:10.840]    17710     N    0    0    0
[11:01:11.200]    17800     N    0    0    0
[11:01:11.816]    17954     N    0    0    0
[11:01:12.128]    18032     N    0    0    0
[11:01:12.620]    18155     N    0    0    0
[11:01:13.036]    18259     N    0    0    0
[11:01:13.424]    18356     N    0    0    0
[11:01:13.892]    18473     N    0    0    0
[11:01:14.400]    18600     N    0    0    0
[11:01:14.760]    18690     N    0    0    0
[11:01:15.040]    18760     N    0    0    0
[11:01:15.352]    18838     N    0    0    0
[11:01:15.748]    18937     N    0    0    0
[11:01:16.228]    19057     N    0    0    0
[11:01:16.556]    19139     N    0    0    0
[11:01:16.840]    19210     N    0    0    0
[11:01:17.128]    19282     N    0    0    0
[11:01:17.396]    19349     N    0    0    0
[11:01:17.684]    19421     N    0    0    0
[11:01:18.020]    19505     N    0    0    0
[11:01:18.564]    19641     N    0    0    0
[11:01:18.952]    19738     N    0    0    0
[11:01:19.244]    19811     N    0    0    0
[11:01:19.548]    19887     N    0    0    0
[11:01:19.836]    19959     N    0    0    0
[11:01:20.136]    20034     N    0    0    0
[11:01:20.424]    20106     N    0    0    0
[11:01:20.712]    20178     N    0    0    0
[11:01:21.116]    20279     N    0    0    0
[11:01:21.552]    20388     N    0    0    0
[11:01:21.896]    20474     N    0    0    0
[11:01:22.212]    20553     N    0    0    0
[11:01:22.664]    20666     N    0    0    0
[11:01:23.112]    20778     N    0    0    0
[11:01:23.640]    20910     N    0    0    0
[11:01:23.968]    20992     N    0    0    0
[11:01:24.368]    21092     N    0    0    0
[11:01:24.680]    21170     N    0    0    0
[11:01:24.952]    21238     N    0    0    0
[11:01:25.396]    21349     N    0    0    0
[11:01:25.712]    21428     N    0    0    0
[11:01:26.024]    21506     N    0    0    0
[11:01:26.340]    21585     N    0    0    0
[11:01:27.008]    21752     N    0    0    0
[11:01:27.228]    21807     N    0    0    0
[11:01:27.900]    21975     N    0    0    0
[11:01:28.516]    22129     N    0    0    0
