      Time     Sample #  Type  Sub Chan  Num	Aux
[12:00:00.532]      133     ?    0    0    0
[12:00:01.236]      309     ?    0    0    0
[12:00:01.968]      492     ?    0    0    0
[12:00:02.696]      674     ?    0    0    0
[12:00:03.416]      854     ?    0    0    0
[12:00:04.084]     1021     ?    0    0    0
[12:00:04.780]     1195     ?    0    0    0
[12:00:05.484]     1371     ?    0    0    0
[12:00:06.144]     1536     ?    0    0    0
[12:00:06.820]     1705     ?    0    0    0
[12:00:07.496]     1874     ?    0    0    0
[12:00:08.172]     2043     ?    0    0    0
[12:00:08.844]     2211     ?    0    0    0
[12:00:09.500]     2375     ?    0    0    0
[12:00:10.168]     2542     ?    0    0    0
[12:00:10.820]     2705     ?    0    0    0
[12:00:11.492]     2873     ?    0    0    0
[12:00:12.164]     3041     ?    0    0    0
[12:00:12.892]     3223     ?    0    0    0
[12:00:13.632]     3408     ?    0    0    0
[12:00:14.448]     3612     ?    0    0    0
[12:00:15.308]     3827     ?    0    0    0
[12:00:16.156]     4039     ?    0    0    0
[12:00:17.032]     4258     ?    0    0    0
[12:00:17.884]     4471     ?    0    0    0
[12:00:18.692]     4673     ?    0    0    0
[12:00:19.480]     4870     ?    0    0    0
[12:00:20.272]     5068     ?    0    0    0
[12:00:21.084]     5271     ?    0    0    0
[12:00:21.868]     5467     ?    0    0    0
[12:00:22.632]     5658     ?    0    0    0
[12:00:23.380]     5845     ?    0    0    0
[12:00:24.108]     6027     ?    0    0    0
[12:00:24.888]     6222     ?    0    0    0
[12:00:25.660]     6415     ?    0    0    0
[12:00:26.444]     6611     ?    0    0    0
[12:00:27.244]     6811     ?    0    0    0
[12:00:28.060]     7015     ?    0    0    0
[12:00:28.896]     7224     ?    0    0    0
[12:00:29.692]     7423     ?    0    0    0
[12:00:30.464]     7616     ?    0    0    0
[12:00:31.228]     7807     ?    0    0    0
[12:00:31.980]     7995     ?    0    0    0
[12:00:32.776]     8194     ?    0    0    0
[12:00:33.592]     8398     ?    0    0    0
[12:00:34.496]     8624     ?    0    0    0
[12:00:35.376]     8844     ?    0    0    0
[12:00:36.260]     9065     ?    0    0    0
[12:00:37.152]     9288     ?    0    0    0
[12:00:38.036]     9509     ?    0    0    0
[12:00:38.916]     9729     N    0    0    0
[12:00:39.764]     9941     N    0    0    0
[12:00:40.548]    10137     N    0    0    0
[12:00:41.336]    10334     N    0    0    0
[12:00:42.120]    10530     N    0    0    0
[12:00:42.904]    10726     N    0    0    0
[12:00:43.708]    10927     N    0    0    0
[12:00:44.484]    11121     N    0    0    0
[12:00:45.296]    11324     N    0    0    0
[12:00:46.136]    11534     N    0    0    0
[12:00:46.988]    11747     N    0    0    0
[12:00:47.812]    11953     N    0    0    0
[12:00:48.636]    12159     N    0    0    0
[12:00:49.440]    12360     N    0    0    0
[12:00:50.244]    12561     N    0    0    0
[12:00:51.056]    12764     N    0    0    0
[12:00:51.880]    12970     N    0    0    0
[12:00:52.720]    13180     N    0    0    0
[12:00:53.540]    13385     N    0    0    0
[12:00:54.332]    13583     N    0    0    0
[12:00:55.124]    13781     N    0    0    0
[12:00:55.900]    13975     N    0    0    0
[12:00:56.656]    14164     N    0    0    0
[12:00:57.404]    14351     N    0    0    0
[12:00:58.128]    14532     N    0    0    0
[12:00:58.848]    14712     N    0    0    0
[12:00:59.556]    14889     N    0    0    0
[12:01:00.312]    15078     N    0    0    0
[12:01:01.076]    15269     N    0    0    0
[12:01:01.892]    15473     N    0    0    0
[12:01:02.696]    15674     N    0    0    0
[12:01:03.464]    15866     N    0    0    0
[12:01:04.208]    16052     N    0    0    0
