      Time     Sample #  Type  Sub Chan  Num	Aux
[08:04:00.008]        1     |    0   16   11
[08:04:00.406]       52     N    0    0   12
[08:04:01.008]      129     N    0    0   13
[08:04:01.617]      207     N    0    0   13
[08:04:02.219]      284     N    0    0   12
[08:04:02.844]      364     N    0    0   13
[08:04:03.453]      442     N    0    0   12
[08:04:04.078]      522     N    0    0   12
[08:04:04.672]      598     N    0    0   13
[08:04:05.273]      675     N    0    0   13
[08:04:05.891]      754     N    0    0   13
[08:04:06.508]      833     N    0    0   12
[08:04:07.156]      916     N    0    0   13
[08:04:07.781]      996     N    0    0   13
[08:04:08.398]     1075     N    0    0   13
[08:04:09.023]     1155     N    0    0   12
[08:04:09.672]     1238     N    0    0   13
[08:04:10.320]     1321     N    0    0   13
[08:04:10.961]     1403     N    0    0   13
[08:04:11.586]     1483     N    0    0   13
[08:04:12.219]     1564     N    0    0   12
[08:04:12.844]     1644     N    0    0   12
[08:04:13.461]     1723     N    0    0   13
[08:04:14.078]     1802     N    0    0   13
[08:04:14.703]     1882     N    0    0   12
[08:04:15.320]     1961     N    0    0   13
[08:04:15.922]     2038     N    0    0   13
[08:04:16.539]     2117     N    0    0   13
[08:04:17.164]     2197     N    0    0   12
[08:04:17.797]     2278     N    0    0   12
[08:04:18.414]     2357     N    0    0   13
[08:04:19.047]     2438     N    0    0   12
[08:04:19.703]     2522     N    0    0   13
[08:04:20.359]     2606     N    0    0   12
[08:04:21.023]     2691     N    0    0   13
[08:04:21.672]     2774     N    0    0   13
[08:04:22.313]     2856     N    0    0   12
[08:04:22.977]     2941     N    0    0   12
[08:04:23.664]     3029     N    0    0   12
[08:04:24.320]     3113     N    0    0   12
[08:04:24.961]     3195     N    0    0   13
[08:04:25.602]     3277     N    0    0   12
[08:04:26.250]     3360     N    0    0   13
[08:04:26.883]     3441     N    0    0   12
[08:04:27.516]     3522     N    0    0   13
[08:04:28.133]     3601     N    0    0   13
[08:04:28.758]     3681     N    0    0   12
[08:04:29.383]     3761     N    0    0   12
[08:04:30.000]     3840     N    0    0   12
[08:04:30.625]     3920     N    0    0   13
[08:04:31.250]     4000     N    0    0   12
[08:04:31.867]     4079     N    0    0   12
[08:04:32.492]     4159     N    0    0   13
[08:04:33.125]     4240     N    0    0   12
[08:04:33.773]     4323     N    0    0   12
[08:04:34.422]     4406     N    0    0   13
[08:04:35.055]     4487     N    0    0   13
[08:04:35.695]     4569     N    0    0   12
[08:04:36.336]     4651     N    0    0   12
[08:04:36.977]     4733     N    0    0   12
[08:04:37.602]     4813     N    0    0   12
[08:04:38.242]     4895     N    0    0   13
[08:04:38.891]     4978     N    0    0   12
[08:04:39.547]     5062     N    0    0   12
[08:04:40.188]     5144     N    0    0   12
[08:04:40.820]     5225     N    0    0   13
[08:04:41.469]     5308     N    0    0   13
[08:04:42.102]     5389     N    0    0   12
[08:04:42.727]     5469     N    0    0   12
[08:04:43.359]     5550     N    0    0   12
[08:04:43.992]     5631     N    0    0   13
[08:04:44.625]     5712     N    0    0   13
[08:04:45.281]     5796     N    0    0   12
[08:04:45.945]     5881     N    0    0   12
[08:04:46.617]     5967     N    0    0   12
[08:04:47.281]     6052     N    0    0   13
[08:04:47.914]     6133     N    0    0   13
[08:04:48.547]     6214     N    0    0   12
[08:04:49.188]     6296     N    0    0   12
[08:04:49.805]     6375     N    0    0   13
[08:04:50.430]     6455     N    0    0   13
[08:04:51.039]     6533     N    0    0   12
[08:04:51.656]     6612     N    0    0   12
[08:04:52.273]     6691     N    0    0   12
[08:04:52.883]     6769     N    0    0   13
[08:04:53.484]     6846     N    0    0   13
[08:04:54.094]     6924     N    0    0   12
[08:04:54.719]     7004     N    0    0   12
[08:04:55.328]     7082     N    0    0   13
[08:04:55.930]     7159     N    0    0   12
[08:04:56.547]     7238     N    0    0   12
[08:04:57.180]     7319     N    0    0   12
[08:04:57.789]     7397     N    0    0   13
[08:04:58.383]     7473     N    0    0   13
[08:04:58.977]     7549     N    0    0   12
[08:04:59.586]     7627     N    0    0   12
[08:05:00.195]     7705     N    0    0   12
[08:05:00.805]     7783     N    0    0   13
[08:05:01.414]     7861     N    0    0   13
[08:05:02.039]     7941     N    0    0   12
[08:05:02.695]     8025     N    0    0   12
[08:05:03.336]     8107     N    0    0   13
[08:05:03.977]     8189     N    0    0   13
[08:05:04.617]     8271     N    0    0   12
[08:05:05.258]     8353     N    0    0   12
[08:05:05.883]     8433     N    0    0   13
[08:05:06.500]     8512     N    0    0   12
[08:05:07.125]     8592     N    0    0   12
[08:05:07.750]     8672     N    0    0   12
[08:05:08.367]     8751     N    0    0   12
[08:05:08.992]     8831     N    0    0   12
[08:05:09.617]     8911     N    0    0   12
[08:05:10.234]     8990     N    0    0   12
[08:05:10.844]     9068     N    0    0   12
[08:05:11.453]     9146     N    0    0   12
[08:05:12.078]     9226     N    0    0   13
[08:05:12.711]     9307     N    0    0   13
[08:05:13.313]     9384     N    0    0   12
[08:05:13.922]     9462     N    0    0   12
[08:05:14.531]     9540     N    0    0   13
[08:05:15.117]     9615     N    0    0   12
[08:05:15.695]     9689     N    0    0   13
[08:05:16.266]     9762     N    0    0   13
[08:05:16.836]     9835     N    0    0   12
[08:05:17.422]     9910     N    0    0   13
[08:05:18.000]     9984     N    0    0   13
[08:05:18.570]    10057     N    0    0   13
[08:05:19.133]    10129     N    0    0   13
[08:05:19.695]    10201     N    0    0   13
[08:05:20.258]    10273     N    0    0   13
[08:05:20.813]    10344     N    0    0   13
[08:05:21.367]    10415     N    0    0   12
[08:05:21.922]    10486     N    0    0   13
